Độ khó, Câu hỏi
Ghi Nhớ, Tại sao cần phải phân tích và làm sạch dữ liệu trước khi sử dụng?
Ghi Nhớ, Khái niệm "transfer learning" là gì?
Ghi Nhớ, Tại sao thuật toán KNN không hiệu quả với dữ liệu lớn?
Ghi Nhớ, Các vấn đề mà hồi quy logistic có thể giải quyết là gì?
Ghi Nhớ, "Decision Boundary" trong mô hình phân loại là gì?
Ghi Nhớ, Tại sao "pruning" lại quan trọng trong cây quyết định?
Ghi Nhớ, Khái niệm "feature importance" là gì?
Ghi Nhớ, Các loại mạng nơ-ron nào thường được sử dụng trong học sâu?
Ghi Nhớ, Cách thức hoạt động của thuật toán Naive Bayes?
Ghi Nhớ, "Reinforcement learning" trong máy học là gì?
Ghi Nhớ, Tại sao độ chính xác không phải là chỉ số duy nhất để đánh giá mô hình?
Ghi Nhớ, Khái niệm "k-fold cross-validation" là gì?
Ghi Nhớ, Sự khác nhau giữa "batch" và "online" learning là gì?
Ghi Nhớ, Tại sao "feature extraction" lại cần thiết trong quá trình huấn luyện?
Ghi Nhớ, Các cách khác nhau để xử lý dữ liệu thiếu là gì?
Ghi Nhớ, "Support Vector Machine" là gì và cách nó hoạt động?
Ghi Nhớ, Khái niệm "clustering" là gì và tại sao nó quan trọng trong máy học?
Ghi Nhớ, Mô hình nào thích hợp cho việc dự đoán chuỗi thời gian?
Ghi Nhớ, Cách mà thuật toán hồi quy tuyến tính hoạt động như thế nào?
Ghi Nhớ, Tại sao cần thiết phải chuẩn hóa dữ liệu trong máy học?
Ghi Nhớ, Tại sao các mô hình hồi quy phi tuyến có thể tốt hơn hồi quy tuyến tính?
Ghi Nhớ, Khái niệm "ROC curve" là gì và tại sao nó quan trọng?
Ghi Nhớ, "Data pipeline" trong máy học là gì?
Ghi Nhớ, Khái niệm "underfitting" trong máy học là gì?
Ghi Nhớ, Mô hình hồi quy đơn biến và đa biến khác nhau ở điểm nào?
Ghi Nhớ, "Data normalization" là gì và tại sao nó quan trọng?
Ghi Nhớ, Phương pháp đánh giá mô hình sử dụng "holdout validation" là gì?
Ghi Nhớ, Tính chính xác (accuracy) có thể bị ảnh hưởng bởi điều gì?
Ghi Nhớ, "Learning curve" là gì trong bối cảnh máy học?
Ghi Nhớ, "Outlier" là gì và ảnh hưởng của nó đến mô hình ra sao?
Ghi Nhớ, Đặc trưng "ordinal" và "nominal" khác nhau như thế nào?
Ghi Nhớ, "Overfitting" có thể được khắc phục bằng cách nào?
Ghi Nhớ, Khái niệm "precision-recall tradeoff" là gì?
Ghi Nhớ, Mô hình nào thường được sử dụng trong xử lý ngôn ngữ tự nhiên?
Ghi Nhớ, Kỹ thuật "feature engineering" là gì trong máy học?
Ghi Nhớ, Phương pháp "bag-of-words" trong xử lý văn bản là gì?
Ghi Nhớ, Khái niệm "gradient boosting" là gì?
Ghi Nhớ, Tại sao cần phải lựa chọn đặc trưng (feature selection)?
Ghi Nhớ, Kỹ thuật "mean imputation" là gì trong xử lý dữ liệu thiếu?
Ghi Nhớ, Đặc điểm của mô hình hồi quy phi tuyến là gì?
Ghi Nhớ, Mô hình hồi quy "lasso" và "ridge" có điểm gì giống và khác nhau?
Ghi Nhớ, Khái niệm "bias" trong máy học là gì?
Ghi Nhớ, Tại sao dữ liệu không cân bằng (imbalanced data) có thể gây khó khăn cho mô hình?
Ghi Nhớ, "Support Vector Machine" có thể được sử dụng cho loại bài toán nào?
Ghi Nhớ, Khái niệm "tuning hyperparameters" là gì?
Ghi Nhớ, "Principal Component Analysis" (PCA) được sử dụng để làm gì?
Ghi Nhớ, Đặc trưng "discrete" và "continuous" khác nhau ở điểm nào?
Ghi Nhớ, "Ensemble methods" là gì và ví dụ về chúng?
Ghi Nhớ, Tại sao việc xác định độ chính xác của mô hình rất quan trọng?
Ghi Nhớ, Tính năng "regularization" là gì trong hồi quy?
Ghi Nhớ, Các bước chính trong quy trình phát triển mô hình máy học là gì?
Ghi Nhớ, Khái niệm "feature map" trong mạng nơ-ron là gì?
Ghi Nhớ, Đặc trưng của mạng nơ-ron tích chập (CNN) là gì?
Ghi Nhớ, "Long Short-Term Memory" (LSTM) được sử dụng trong lĩnh vực nào?
Ghi Nhớ, Khái niệm "batch size" là gì trong huấn luyện mô hình?
Ghi Nhớ, "Loss function" trong máy học là gì?
Ghi Nhớ, Tại sao cần kiểm tra mô hình với dữ liệu thực tế?
Ghi Nhớ, "K-fold cross-validation" giúp làm gì trong quá trình huấn luyện?
Ghi Nhớ, Tại sao "data leakage" là một vấn đề nghiêm trọng trong máy học?
Ghi Nhớ, "One-hot encoding" là gì và khi nào nên sử dụng?
Ghi Nhớ, Tại sao việc loại bỏ các đặc trưng không cần thiết lại quan trọng?
Ghi Nhớ, Khái niệm "autoencoder" là gì?
Ghi Nhớ, "Semantic segmentation" trong học sâu là gì?
Ghi Nhớ, Tại sao "data augmentation" lại quan trọng trong nhận diện hình ảnh?
Ghi Nhớ, Mô hình hồi quy tuyến tính có thể dự đoán các biến phụ thuộc nào?
Ghi Nhớ, "Generative Adversarial Networks" (GANs) hoạt động như thế nào?
Ghi Nhớ, "Transfer learning" trong học sâu là gì?
Ghi Nhớ, Tại sao độ chính xác không thể là chỉ số duy nhất để đánh giá một mô hình?
Ghi Nhớ, Tính năng "hyperparameter tuning" giúp cải thiện mô hình ra sao?
Ghi Nhớ, Mô hình nào thường được sử dụng để phân loại văn bản?
Ghi Nhớ, "Normalization" trong máy học là gì và tại sao cần thiết?
Ghi Nhớ, Sự khác nhau giữa "bagging" và "boosting" là gì?
Ghi Nhớ, "Hyperparameters" có thể được tối ưu hóa bằng phương pháp nào?
Ghi Nhớ, "Cost-sensitive learning" là gì?
Ghi Nhớ, Tại sao cần phải xây dựng mô hình hồi quy chéo?
Ghi Nhớ, "Bayesian inference" trong máy học là gì?
Ghi Nhớ, Khái niệm "data drift" là gì và ảnh hưởng của nó đến mô hình?
Ghi Nhớ, "XGBoost" là gì và tại sao nó được sử dụng phổ biến?
Ghi Nhớ, Khái niệm "non-linearity" trong hồi quy là gì?
Ghi Nhớ, Sự khác biệt giữa "training data" và "test data" là gì?
Ghi Nhớ, "Feature transformation" là gì trong máy học?
Ghi Nhớ, Các kiểu mô hình nào được sử dụng trong học sâu?
Ghi Nhớ, "Model ensemble" là gì và nó giúp ích như thế nào?
Ghi Nhớ, Tại sao "early stopping" lại được áp dụng trong huấn luyện?
Ghi Nhớ, "Dimensionality reduction" có thể giúp gì trong máy học?
Ghi Nhớ, Các ứng dụng của học sâu trong nhận diện hình ảnh là gì?
Ghi Nhớ, "Adaptive learning rate" trong máy học là gì?
Ghi Nhớ, Tại sao "Feature engineering" là một kỹ năng quan trọng trong máy học?
Ghi Nhớ, "Exploratory data analysis" (EDA) là gì?
Ghi Nhớ, "Cluster analysis" trong máy học có thể giúp gì?
Ghi Nhớ, Tại sao cần thiết phải có dữ liệu lớn trong máy học?
Ghi Nhớ, Các phương pháp giảm thiểu overfitting là gì?
Ghi Nhớ, Khái niệm "supervised learning" và "unsupervised learning" khác nhau ở điểm nào?
Ghi Nhớ, "Latent variables" là gì trong mô hình học máy?
Ghi Nhớ, Tại sao việc kiểm tra và giám sát mô hình sau khi triển khai lại quan trọng?
Hiểu, Làm thế nào để phân biệt giữa một đồ thị Euler và một đồ thị Hamilton
Hiểu, Tại sao tập hợp rỗng được coi là tập con của mọi tập hợp
Hiểu, Phân tích cách xác định tính liên thông của một đồ thị có hướng
Hiểu, Giải thích tại sao một cây là một đồ thị liên thông nhưng không có chu trình
Hiểu, Khi nào thì một phép giao của hai tập hợp là tập rỗng
Hiểu, Đồ thị phẳng có đặc điểm gì khiến nó khác với các loại đồ thị khác
Hiểu, Sự khác nhau giữa phép hội và phép giao của hai tập hợp là gì
Hiểu, Phân biệt giữa tập hợp hữu hạn và vô hạn
Hiểu, Phép bù trong tập hợp có vai trò gì
Hiểu, Điều kiện để một đồ thị có chu trình Euler là gì
Hiểu, Giải thích tại sao đồ thị có chu trình Hamilton có thể không có chu trình Euler
Hiểu, Sự khác biệt giữa đồ thị có hướng và đồ thị vô hướng là gì
Hiểu, Phân tích ý nghĩa của một hệ thống số dư Trung Quốc
Hiểu, Tại sao một đồ thị không liên thông không có chu trình Euler
Hiểu, Phân biệt giữa cây có hướng và cây vô hướng
Hiểu, Khi nào thì một đồ thị có thể được biểu diễn dưới dạng ma trận kề
Hiểu, Tại sao trong đồ thị hai phía  các đỉnh được chia thành hai tập con
Hiểu, Điều kiện cần để một tập hợp là tập con của một tập hợp khác là gì
Hiểu, Sự khác nhau giữa chu trình và đường đi trong đồ thị là gì
Hiểu, Tại sao một chu trình Hamilton bao gồm tất cả các đỉnh của đồ thị
Hiểu, Làm thế nào để xác định đồ thị liên thông mạnh
Hiểu, Khi nào thì tập hợp của các phần tử chung là tập giao của hai tập hợp
Hiểu, Sự khác biệt giữa đồ thị đầy đủ và đồ thị không đầy đủ là gì
Hiểu, Tại sao đồ thị liên thông yếu khác với đồ thị liên thông mạnh
Hiểu, Khi nào đồ thị phẳng không thể vẽ được trên mặt phẳng mà không giao nhau
Hiểu, Tại sao một đồ thị phẳng có số cạnh bị giới hạn bởi số đỉnh
Hiểu, Sự khác biệt giữa phép phủ định và phép kéo theo trong logic mệnh đề là gì
Hiểu, Giải thích tại sao các đỉnh trong đồ thị Euler có bậc chẵn
Hiểu, Phân tích tính chất của đồ thị liên thông yếu
Hiểu, Khi nào một tập hợp được gọi là không rỗng
Hiểu, Tại sao trong một cây, số cạnh luôn nhỏ hơn số đỉnh một đơn vị
Hiểu, Làm thế nào để nhận biết một đồ thị có chu trình
Hiểu, Phân biệt giữa chu trình Euler và chu trình Hamilton
Hiểu, Phân tích cách hoạt động của thuật toán tìm kiếm sâu so với tìm kiếm rộng
Hiểu, Tại sao tập hợp hữu hạn có thể biểu diễn được bằng một dãy các phần tử
Hiểu, Phép hợp của ba tập hợp khác gì với phép hợp của hai tập hợp
Hiểu, Tại sao một đồ thị phân đôi không thể có chu trình lẻ
Hiểu, Sự khác nhau giữa số chu trình và số đỉnh trong một đồ thị là gì
Hiểu, Khi nào một đồ thị được gọi là không có trọng số
Hiểu, Giải thích cách tính toán bậc của một đỉnh trong đồ thị
Hiểu, Khi nào một đồ thị được coi là không đơn
Hiểu, Phân tích vai trò của thuật toán Kruskal trong việc tìm cây khung tối thiểu
Hiểu, Tại sao một đồ thị không có chu trình thì được gọi là cây
Hiểu, Giải thích tại sao đồ thị hai phía không thể có chu trình lẻ
Hiểu, Phân biệt giữa đồ thị phân đôi và đồ thị hai phía
Hiểu, Khi nào một đồ thị có thể được xem là liên thông
Hiểu, Giải thích điều kiện để một đồ thị đầy đủ tồn tại
Hiểu, Tại sao đồ thị phẳng không thể có quá nhiều cạnh
Hiểu, Sự khác nhau giữa thuật toán tìm kiếm rộng và tìm kiếm sâu là gì
Hiểu, Tại sao một đồ thị đơn không thể có cạnh khuyên
Hiểu, Phân tích sự khác biệt giữa đồ thị không liên thông và đồ thị liên thông
Hiểu, Tại sao một đồ thị có chu trình không phải lúc nào cũng là đồ thị Euler
Hiểu, Giải thích cách tính số lượng tập con của một tập hợp
Hiểu, Tại sao trong một đồ thị phân đôi, các đỉnh không thể nối với nhau trong cùng một tập con
Hiểu, Phân biệt giữa một đồ thị có hướng và đồ thị vô hướng
Hiểu, Giải thích cách xác định tập hợp con của một tập hợp cho trước
Hiểu, Tại sao một đồ thị liên thông mạnh có thể không liên thông yếu
Hiểu, Khi nào một đồ thị được gọi là có chu trình Euler
Hiểu, Phân tích vai trò của đồ thị liên thông trong lý thuyết đồ thị
Hiểu, Tại sao trong một đồ thị Euler, tất cả các đỉnh đều có bậc chẵn
Hiểu, Giải thích điều kiện để đồ thị có chu trình Hamilton
Hiểu, Phân tích mối quan hệ giữa đồ thị định hướng và đồ thị không định hướng
Hiểu, Tại sao một đồ thị vô hướng có thể được biểu diễn dưới dạng ma trận kề
Hiểu, Phân biệt giữa tập hợp con và tập hợp con chặt
Hiểu, Tại sao phép hội của hai tập hợp là phép hợp lớn nhất có thể
Hiểu, Khi nào đồ thị không có chu trình được gọi là cây
Hiểu, Phân tích tính chất của một chu trình trong đồ thị
Hiểu, Tại sao trong đồ thị không có chu trình, không thể đi từ một đỉnh trở lại chính nó
Hiểu, Giải thích sự khác biệt giữa đồ thị đầy đủ và đồ thị không đầy đủ
Hiểu, Tại sao trong một cây, số lượng đỉnh luôn lớn hơn số lượng chu trình
Hiểu, Phân tích vai trò của cây trong lý thuyết đồ thị
Hiểu, Khi nào tập hợp A là tập con của tập hợp B
Hiểu, Giải thích cách phân biệt giữa đồ thị phân đôi và đồ thị hai phía
Hiểu, Tại sao đồ thị có hướng không thể có chu trình đơn lẻ
Hiểu, Phân tích cách hoạt động của chu trình Euler trong đồ thị
Hiểu, Tại sao tập hợp con của một tập hợp hữu hạn luôn là tập hợp hữu hạn
Hiểu, Giải thích cách hoạt động của thuật toán Prim trong việc tìm cây khung tối thiểu
Hiểu, Tại sao một cây không thể có chu trình
Hiểu, Phân biệt giữa đồ thị liên thông yếu và đồ thị không liên thông
Hiểu, Giải thích khi nào một đồ thị có trọng số được gọi là tối ưu
Hiểu, Phân tích cách xác định tập hợp bù của một tập hợp cho trước
Hiểu, Tại sao chu trình trong một đồ thị không phải lúc nào cũng là chu trình Euler
Hiểu, Giải thích cách tính toán số đỉnh trong một cây
Hiểu, Tại sao đồ thị liên thông không đơn có thể có cạnh khuyên
Hiểu, Phân tích sự khác biệt giữa chu trình Hamilton và chu trình Euler
Hiểu, Tại sao trong đồ thị phẳng không thể có quá nhiều cạnh giao nhau
Hiểu, Phân tích cách phân biệt giữa đồ thị có hướng và đồ thị không có hướng
Hiểu, Làm thế nào để xác định một phép ánh xạ giữa hai tập hợp
Hiểu, Phân tích sự khác biệt giữa ánh xạ đơn ánh và toàn ánh
Hiểu, Tại sao đồ thị đầy đủ có số lượng cạnh tối đa
Hiểu, Phân biệt giữa tập hợp đếm được và tập hợp không đếm được
Hiểu, Giải thích cách hoạt động của phép hợp trong lý thuyết tập hợp
Hiểu, Tại sao một cây nhị phân cân bằng lại hiệu quả trong việc tìm kiếm
Hiểu, Làm thế nào để xác định các đỉnh trong đồ thị liên thông
Hiểu, Phân tích sự khác nhau giữa tập hợp đơn vị và tập hợp con đơn vị
Hiểu, Khi nào một đồ thị được gọi là đồ thị rời rạc
